sequence	time_seconds	time_nseconds	orientation_x	orientation_y	orientation_z	orientation_w	angular_velocity_x	angular_velocity_y	angular_velocity_z	linear_acceleration_x	linear_acceleration_y	linear_acceleration_z	mag_x	mag_y	mag_z
4893	97	960000000	-9.756417712841444e-15	1.8228545922284752e-10	1.750262079238456e-10	1.0	0.0	0.0	0.0	-9.799999993261295	1.7748667212127426e-08	9.799999986115758	0.5000000000000001	-0.38834478780830817	-0.7624688433975323
4894	97	980000000	-9.756431715354854e-15	2.1163824622983184e-10	2.014046603491534e-10	1.0	0.0	0.0	0.0	-9.799999994106928	1.827035994537924e-08	9.799999985810722	0.5000000000000001	-0.46368283729640314	-0.7381488635384598
4895	98	0	-9.75644992656322e-15	2.4182092298994536e-10	2.277687836487738e-10	1.0	0.0	0.0	0.0	-9.799999995015254	1.879177443798576e-08	9.799999985535857	0.5000000000000001	-0.5343879404352423	-0.6778589992362063
4896	98	20000000	-9.75647449051869e-15	2.729518440399072e-10	2.541167022647303e-10	1.0	0.0	0.0	0.0	-9.799999995936973	1.931287411597646e-08	9.799999985237251	0.5000000000000001	-0.5997536381473858	-0.6446604491122405
4897	98	40000000	-9.756494078155595e-15	3.0515308181365966e-10	2.804465419568972e-10	1.0	0.0	0.0	0.0	-9.799999996856286	1.9833623079293672e-08	9.79999998489426	0.5000000000000001	-0.659126820707342	-0.5668480840904233
4898	98	60000000	-9.756523512550512e-15	3.3855090590542025e-10	3.067564296275053e-10	1.0	0.0	0.0	0.0	-9.799999997837933	2.035398102354777e-08	9.799999984566691	0.5000000000000002	-0.7119142533708864	-0.49074420893102244
4899	98	80000000	-9.756555752742067e-15	3.732762783721393e-10	3.3304449311512725e-10	1.0	0.0	0.0	0.0	-9.799999998855101	2.0873915675336356e-08	9.799999984222705	0.5000000000000002	-0.7575885037558515	-0.4175544033379947
4900	98	100000000	-9.756588866436349e-15	4.0946536660797853e-10	3.5930886219534113e-10	1.0	0.0	0.0	0.0	-9.799999999925852	2.1393385751481353e-08	9.799999983874818	0.5000000000000001	-0.7956932117502054	-0.339836868402766
4901	98	120000000	-9.756628756394209e-15	4.4726007783690477e-10	3.8554766843125594e-10	1.0	0.0	0.0	0.0	-9.800000001037553	2.1912354961180965e-08	9.799999983504957	0.5000000000000002	-0.8258476492924542	-0.2433359839468946
4902	98	140000000	-9.756670102189947e-15	4.868086146140308e-10	4.117590453230125e-10	1.0	0.0	0.0	0.0	-9.800000002177892	2.2430790876339563e-08	9.799999983094988	0.5000000000000002	-0.8477505244647434	-0.18255532950145037
4903	98	160000000	-9.756721241804137e-15	5.282660576347114e-10	4.379411284847606e-10	1.0	0.0	0.0	0.0	-9.800000003387474	2.294864924618955e-08	9.799999982679443	0.5000000000000001	-0.861182991889574	-0.08546000445263334
4904	98	180000000	-9.756776272475929e-15	5.71794972423018e-10	4.640920549526861e-10	1.0	0.0	0.0	0.0	-9.800000004646115	2.3465904894787655e-08	9.799999982231705	0.5000000000000001	-0.8660108393513724	0.008173420540055112
4905	98	200000000	-9.756834188353697e-15	6.17566047356793e-10	4.902099639238882e-10	1.0	0.0	0.0	0.0	-9.80000000597253	2.3982506979338016e-08	9.799999981763948	0.5000000000000001	-0.8621858287949986	0.08670649020078909
